well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
D9,0.708,GC049,2,glucose,2021-07-21,6.78,0.07925925925925927,∆pot,Single KO
D10,0.766,GC052,2,glucose,2021-07-21,6.78,0.07925925925925927,∆nmp,Single KO
E3,0.726,GC030,3,glucose,2021-07-21,6.78,0.07925925925925927,∆glt,Single KO
E4,0.577,GC029,3,glucose,2021-07-21,6.78,0.07925925925925927,∆flh,Single KO
E5,0.666,GC050,3,glucose,2021-07-21,6.78,0.07925925925925927,∆rbs,Single KO
E6,0.77,GC048,3,glucose,2021-07-21,6.78,0.07925925925925927,∆dpp,Single KO
E7,0.522,GC053,3,glucose,2021-07-21,6.78,0.07925925925925927,∆opp,Single KO
E8,0.585,GC032,3,glucose,2021-07-21,6.78,0.07925925925925927,∆mal,Single KO
E9,0.712,GC049,3,glucose,2021-07-21,6.78,0.07925925925925927,∆pot,Single KO
E10,0.773,GC052,3,glucose,2021-07-21,6.78,0.07925925925925927,∆nmp,Single KO
F3,0.721,GC055,1,glucose,2021-07-21,6.78,0.07925925925925927,∆mgl,Single KO
F4,0.73,GC055,2,glucose,2021-07-21,6.78,0.07925925925925927,∆mgl,Single KO
F5,0.737,GC055,3,glucose,2021-07-21,6.78,0.07925925925925927,∆mgl,Single KO
F6,0.756,GC047,1,glucose,2021-07-21,6.78,0.07925925925925927,∆his,Single KO
F7,0.751,GC047,2,glucose,2021-07-21,6.78,0.07925925925925927,∆his,Single KO
F8,0.741,GC047,3,glucose,2021-07-21,6.78,0.07925925925925927,∆his,Single KO
F9,0.726,GC001,1,glucose,2021-07-21,6.78,0.07925925925925927,WT,WT
F10,0.73,GC001,2,glucose,2021-07-21,6.78,0.07925925925925927,WT,WT
F11,0.728,GC001,3,glucose,2021-07-21,6.78,0.07925925925925927,WT,WT
C3,0.765,GC030,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆glt,Single KO
C4,0.597,GC029,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆flh,Single KO
C5,0.662,GC050,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆rbs,Single KO
C6,0.765,GC048,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆dpp,Single KO
C7,0.562,GC053,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆opp,Single KO
C8,0.583,GC032,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆mal,Single KO
C9,0.708,GC049,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆pot,Single KO
C10,0.766,GC052,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆nmp,Single KO
D3,0.746,GC030,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆glt,Single KO
D4,0.573,GC029,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆flh,Single KO
D5,0.663,GC050,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆rbs,Single KO
D6,0.767,GC048,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆dpp,Single KO
D7,0.565,GC053,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆opp,Single KO
D8,0.597,GC032,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆mal,Single KO
D9,0.707,GC049,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆pot,Single KO
D10,0.765,GC052,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆nmp,Single KO
E3,0.726,GC030,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆glt,Single KO
E4,0.582,GC029,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆flh,Single KO
E5,0.665,GC050,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆rbs,Single KO
E6,0.769,GC048,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆dpp,Single KO
E7,0.525,GC053,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆opp,Single KO
E8,0.586,GC032,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆mal,Single KO
E9,0.711,GC049,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆pot,Single KO
E10,0.771,GC052,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆nmp,Single KO
F3,0.735,GC055,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆mgl,Single KO
F4,0.741,GC055,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆mgl,Single KO
F5,0.748,GC055,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆mgl,Single KO
F6,0.761,GC047,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆his,Single KO
F7,0.758,GC047,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆his,Single KO
F8,0.751,GC047,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,∆his,Single KO
F9,0.737,GC001,1,glucose,2021-07-21,6.905555555555556,0.0792962962962963,WT,WT
F10,0.738,GC001,2,glucose,2021-07-21,6.905555555555556,0.0792962962962963,WT,WT
F11,0.735,GC001,3,glucose,2021-07-21,6.905555555555556,0.0792962962962963,WT,WT
C3,0.764,GC030,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆glt,Single KO
C4,0.601,GC029,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆flh,Single KO
C5,0.659,GC050,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆rbs,Single KO
C6,0.763,GC048,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆dpp,Single KO
C7,0.563,GC053,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆opp,Single KO
C8,0.582,GC032,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆mal,Single KO
C9,0.707,GC049,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆pot,Single KO
C10,0.764,GC052,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆nmp,Single KO
D3,0.746,GC030,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆glt,Single KO
D4,0.58,GC029,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆flh,Single KO
D5,0.662,GC050,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆rbs,Single KO
D6,0.765,GC048,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆dpp,Single KO
D7,0.564,GC053,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆opp,Single KO
D8,0.596,GC032,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆mal,Single KO
D9,0.706,GC049,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆pot,Single KO
D10,0.763,GC052,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆nmp,Single KO
E3,0.726,GC030,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆glt,Single KO
E4,0.592,GC029,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆flh,Single KO
E5,0.664,GC050,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆rbs,Single KO
E6,0.768,GC048,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆dpp,Single KO
E7,0.547,GC053,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆opp,Single KO
E8,0.583,GC032,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆mal,Single KO
E9,0.711,GC049,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆pot,Single KO
E10,0.769,GC052,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆nmp,Single KO
F3,0.744,GC055,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆mgl,Single KO
F4,0.748,GC055,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆mgl,Single KO
F5,0.755,GC055,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆mgl,Single KO
F6,0.763,GC047,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆his,Single KO
F7,0.761,GC047,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆his,Single KO
F8,0.757,GC047,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,∆his,Single KO
F9,0.75,GC001,1,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,WT,WT
F10,0.751,GC001,2,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,WT,WT
F11,0.748,GC001,3,glucose,2021-07-21,7.0311111111111115,0.07933333333333333,WT,WT
C3,0.762,GC030,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆glt,Single KO
C4,0.606,GC029,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆flh,Single KO
C5,0.658,GC050,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆rbs,Single KO
C6,0.761,GC048,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆dpp,Single KO
C7,0.565,GC053,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆opp,Single KO
C8,0.58,GC032,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆mal,Single KO
C9,0.709,GC049,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆pot,Single KO
C10,0.762,GC052,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆nmp,Single KO
D3,0.745,GC030,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆glt,Single KO
D4,0.592,GC029,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆flh,Single KO
D5,0.66,GC050,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆rbs,Single KO
D6,0.763,GC048,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆dpp,Single KO
D7,0.567,GC053,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆opp,Single KO
D8,0.594,GC032,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆mal,Single KO
D9,0.708,GC049,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆pot,Single KO
D10,0.761,GC052,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆nmp,Single KO
E3,0.725,GC030,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆glt,Single KO
E4,0.6,GC029,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆flh,Single KO
E5,0.662,GC050,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆rbs,Single KO
E6,0.766,GC048,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆dpp,Single KO
E7,0.56,GC053,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆opp,Single KO
E8,0.582,GC032,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆mal,Single KO
E9,0.71,GC049,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆pot,Single KO
E10,0.767,GC052,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆nmp,Single KO
F3,0.75,GC055,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆mgl,Single KO
F4,0.751,GC055,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆mgl,Single KO
F5,0.759,GC055,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆mgl,Single KO
F6,0.762,GC047,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆his,Single KO
F7,0.761,GC047,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆his,Single KO
F8,0.759,GC047,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,∆his,Single KO
F9,0.757,GC001,1,glucose,2021-07-21,7.156666666666666,0.07933333333333333,WT,WT
F10,0.76,GC001,2,glucose,2021-07-21,7.156666666666666,0.07933333333333333,WT,WT
F11,0.757,GC001,3,glucose,2021-07-21,7.156666666666666,0.07933333333333333,WT,WT
C3,0.76,GC030,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆glt,Single KO
C4,0.61,GC029,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆flh,Single KO
C5,0.656,GC050,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆rbs,Single KO
C6,0.759,GC048,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆dpp,Single KO
C7,0.568,GC053,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆opp,Single KO
C8,0.578,GC032,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆mal,Single KO
C9,0.717,GC049,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆pot,Single KO
C10,0.76,GC052,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆nmp,Single KO
D3,0.743,GC030,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆glt,Single KO
D4,0.606,GC029,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆flh,Single KO
D5,0.657,GC050,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆rbs,Single KO
D6,0.762,GC048,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆dpp,Single KO
D7,0.571,GC053,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆opp,Single KO
D8,0.593,GC032,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆mal,Single KO
D9,0.716,GC049,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆pot,Single KO
D10,0.759,GC052,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆nmp,Single KO
E3,0.723,GC030,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆glt,Single KO
E4,0.609,GC029,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆flh,Single KO
E5,0.66,GC050,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆rbs,Single KO
E6,0.764,GC048,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆dpp,Single KO
E7,0.567,GC053,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆opp,Single KO
E8,0.58,GC032,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆mal,Single KO
E9,0.716,GC049,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆pot,Single KO
E10,0.765,GC052,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆nmp,Single KO
F3,0.752,GC055,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆mgl,Single KO
F4,0.751,GC055,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆mgl,Single KO
F5,0.758,GC055,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆mgl,Single KO
F6,0.761,GC047,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆his,Single KO
F7,0.76,GC047,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆his,Single KO
F8,0.759,GC047,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,∆his,Single KO
F9,0.761,GC001,1,glucose,2021-07-21,7.282222222222222,0.07925925925925927,WT,WT
F10,0.765,GC001,2,glucose,2021-07-21,7.282222222222222,0.07925925925925927,WT,WT
F11,0.763,GC001,3,glucose,2021-07-21,7.282222222222222,0.07925925925925927,WT,WT
C3,0.758,GC030,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆glt,Single KO
C4,0.614,GC029,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆flh,Single KO
C5,0.653,GC050,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆rbs,Single KO
C6,0.758,GC048,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆dpp,Single KO
C7,0.572,GC053,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆opp,Single KO
C8,0.576,GC032,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆mal,Single KO
C9,0.723,GC049,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆pot,Single KO
C10,0.758,GC052,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆nmp,Single KO
D3,0.741,GC030,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆glt,Single KO
D4,0.611,GC029,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆flh,Single KO
D5,0.655,GC050,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆rbs,Single KO
D6,0.76,GC048,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆dpp,Single KO
D7,0.573,GC053,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆opp,Single KO
D8,0.591,GC032,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆mal,Single KO
D9,0.722,GC049,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆pot,Single KO
D10,0.757,GC052,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆nmp,Single KO
E3,0.721,GC030,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆glt,Single KO
E4,0.614,GC029,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆flh,Single KO
E5,0.657,GC050,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆rbs,Single KO
E6,0.762,GC048,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆dpp,Single KO
E7,0.571,GC053,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆opp,Single KO
E8,0.578,GC032,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆mal,Single KO
E9,0.722,GC049,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆pot,Single KO
E10,0.764,GC052,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆nmp,Single KO
F3,0.751,GC055,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆mgl,Single KO
F4,0.75,GC055,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆mgl,Single KO
F5,0.758,GC055,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆mgl,Single KO
F6,0.759,GC047,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆his,Single KO
F7,0.758,GC047,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆his,Single KO
F8,0.757,GC047,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,∆his,Single KO
F9,0.763,GC001,1,glucose,2021-07-21,7.407777777777778,0.07933333333333333,WT,WT
F10,0.766,GC001,2,glucose,2021-07-21,7.407777777777778,0.07933333333333333,WT,WT
F11,0.764,GC001,3,glucose,2021-07-21,7.407777777777778,0.07933333333333333,WT,WT
C3,0.756,GC030,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆glt,Single KO
C4,0.62,GC029,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆flh,Single KO
C5,0.651,GC050,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆rbs,Single KO
C6,0.755,GC048,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆dpp,Single KO
C7,0.576,GC053,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆opp,Single KO
C8,0.573,GC032,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆mal,Single KO
C9,0.727,GC049,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆pot,Single KO
C10,0.756,GC052,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆nmp,Single KO
D3,0.739,GC030,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆glt,Single KO
D4,0.616,GC029,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆flh,Single KO
D5,0.653,GC050,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆rbs,Single KO
D6,0.758,GC048,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆dpp,Single KO
D7,0.577,GC053,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆opp,Single KO
D8,0.588,GC032,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆mal,Single KO
D9,0.726,GC049,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆pot,Single KO
D10,0.755,GC052,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆nmp,Single KO
E3,0.719,GC030,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆glt,Single KO
E4,0.618,GC029,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆flh,Single KO
E5,0.654,GC050,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆rbs,Single KO
E6,0.76,GC048,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆dpp,Single KO
E7,0.575,GC053,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆opp,Single KO
E8,0.576,GC032,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆mal,Single KO
E9,0.728,GC049,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆pot,Single KO
E10,0.761,GC052,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆nmp,Single KO
F3,0.751,GC055,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆mgl,Single KO
F4,0.749,GC055,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆mgl,Single KO
F5,0.756,GC055,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆mgl,Single KO
F6,0.758,GC047,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆his,Single KO
F7,0.756,GC047,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆his,Single KO
F8,0.756,GC047,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,∆his,Single KO
F9,0.761,GC001,1,glucose,2021-07-21,7.533333333333333,0.0792962962962963,WT,WT
F10,0.766,GC001,2,glucose,2021-07-21,7.533333333333333,0.0792962962962963,WT,WT
F11,0.763,GC001,3,glucose,2021-07-21,7.533333333333333,0.0792962962962963,WT,WT
C3,0.753,GC030,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆glt,Single KO
C4,0.635,GC029,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆flh,Single KO
C5,0.648,GC050,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆rbs,Single KO
C6,0.753,GC048,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆dpp,Single KO
C7,0.582,GC053,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆opp,Single KO
C8,0.571,GC032,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆mal,Single KO
C9,0.728,GC049,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆pot,Single KO
C10,0.753,GC052,1,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆nmp,Single KO
D3,0.737,GC030,2,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆glt,Single KO
D4,0.625,GC029,2,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆flh,Single KO
D5,0.65,GC050,2,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆rbs,Single KO
D6,0.755,GC048,2,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆dpp,Single KO
D7,0.582,GC053,2,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆opp,Single KO
D8,0.587,GC032,2,glucose,2021-07-21,7.658888888888889,0.07933333333333333,∆mal,Single KO
