well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
C6,0.729,GC048,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆dpp,Single KO
C7,0.591,GC053,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆opp,Single KO
C8,0.553,GC032,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆mal,Single KO
C9,0.726,GC049,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆pot,Single KO
C10,0.731,GC052,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆nmp,Single KO
D3,0.705,GC030,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆glt,Single KO
D4,0.575,GC029,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆flh,Single KO
D5,0.607,GC050,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆rbs,Single KO
D6,0.731,GC048,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆dpp,Single KO
D7,0.58,GC053,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆opp,Single KO
D8,0.567,GC032,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆mal,Single KO
D9,0.725,GC049,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆pot,Single KO
D10,0.729,GC052,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆nmp,Single KO
E3,0.687,GC030,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆glt,Single KO
E4,0.579,GC029,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆flh,Single KO
E5,0.614,GC050,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆rbs,Single KO
E6,0.733,GC048,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆dpp,Single KO
E7,0.608,GC053,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆opp,Single KO
E8,0.555,GC032,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆mal,Single KO
E9,0.729,GC049,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆pot,Single KO
E10,0.735,GC052,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆nmp,Single KO
F3,0.721,GC055,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆mgl,Single KO
F4,0.722,GC055,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆mgl,Single KO
F5,0.73,GC055,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆mgl,Single KO
F6,0.729,GC047,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆his,Single KO
F7,0.729,GC047,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆his,Single KO
F8,0.725,GC047,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,∆his,Single KO
F9,0.743,GC001,1,glucose,2021-07-21,5.775555555555556,0.07922222222222221,WT,WT
F10,0.75,GC001,2,glucose,2021-07-21,5.775555555555556,0.07922222222222221,WT,WT
F11,0.746,GC001,3,glucose,2021-07-21,5.775555555555556,0.07922222222222221,WT,WT
C3,0.727,GC030,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆glt,Single KO
C4,0.541,GC029,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆flh,Single KO
C5,0.615,GC050,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆rbs,Single KO
C6,0.728,GC048,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆dpp,Single KO
C7,0.613,GC053,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆opp,Single KO
C8,0.553,GC032,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆mal,Single KO
C9,0.723,GC049,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆pot,Single KO
C10,0.73,GC052,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆nmp,Single KO
D3,0.705,GC030,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆glt,Single KO
D4,0.531,GC029,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆flh,Single KO
D5,0.612,GC050,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆rbs,Single KO
D6,0.73,GC048,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆dpp,Single KO
D7,0.611,GC053,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆opp,Single KO
D8,0.565,GC032,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆mal,Single KO
D9,0.722,GC049,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆pot,Single KO
D10,0.728,GC052,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆nmp,Single KO
E3,0.688,GC030,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆glt,Single KO
E4,0.551,GC029,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆flh,Single KO
E5,0.618,GC050,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆rbs,Single KO
E6,0.732,GC048,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆dpp,Single KO
E7,0.637,GC053,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆opp,Single KO
E8,0.554,GC032,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆mal,Single KO
E9,0.727,GC049,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆pot,Single KO
E10,0.734,GC052,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆nmp,Single KO
F3,0.718,GC055,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆mgl,Single KO
F4,0.719,GC055,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆mgl,Single KO
F5,0.726,GC055,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆mgl,Single KO
F6,0.727,GC047,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆his,Single KO
F7,0.727,GC047,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆his,Single KO
F8,0.723,GC047,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,∆his,Single KO
F9,0.739,GC001,1,glucose,2021-07-21,5.901111111111111,0.0792962962962963,WT,WT
F10,0.745,GC001,2,glucose,2021-07-21,5.901111111111111,0.0792962962962963,WT,WT
F11,0.742,GC001,3,glucose,2021-07-21,5.901111111111111,0.0792962962962963,WT,WT
C3,0.727,GC030,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆glt,Single KO
C4,0.548,GC029,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆flh,Single KO
C5,0.62,GC050,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆rbs,Single KO
C6,0.728,GC048,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆dpp,Single KO
C7,0.627,GC053,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆opp,Single KO
C8,0.553,GC032,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆mal,Single KO
C9,0.72,GC049,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆pot,Single KO
C10,0.737,GC052,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆nmp,Single KO
D3,0.705,GC030,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆glt,Single KO
D4,0.537,GC029,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆flh,Single KO
D5,0.62,GC050,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆rbs,Single KO
D6,0.73,GC048,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆dpp,Single KO
D7,0.641,GC053,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆opp,Single KO
D8,0.566,GC032,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆mal,Single KO
D9,0.719,GC049,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆pot,Single KO
D10,0.736,GC052,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆nmp,Single KO
E3,0.687,GC030,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆glt,Single KO
E4,0.556,GC029,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆flh,Single KO
E5,0.622,GC050,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆rbs,Single KO
E6,0.731,GC048,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆dpp,Single KO
E7,0.661,GC053,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆opp,Single KO
E8,0.553,GC032,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆mal,Single KO
E9,0.724,GC049,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆pot,Single KO
E10,0.743,GC052,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆nmp,Single KO
F3,0.715,GC055,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆mgl,Single KO
F4,0.717,GC055,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆mgl,Single KO
F5,0.725,GC055,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆mgl,Single KO
F6,0.726,GC047,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆his,Single KO
F7,0.725,GC047,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆his,Single KO
F8,0.721,GC047,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,∆his,Single KO
F9,0.735,GC001,1,glucose,2021-07-21,6.026666666666666,0.07914814814814815,WT,WT
F10,0.742,GC001,2,glucose,2021-07-21,6.026666666666666,0.07914814814814815,WT,WT
F11,0.737,GC001,3,glucose,2021-07-21,6.026666666666666,0.07914814814814815,WT,WT
C3,0.729,GC030,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆glt,Single KO
C4,0.553,GC029,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆flh,Single KO
C5,0.625,GC050,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆rbs,Single KO
C6,0.739,GC048,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆dpp,Single KO
C7,0.618,GC053,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆opp,Single KO
C8,0.553,GC032,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆mal,Single KO
C9,0.718,GC049,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆pot,Single KO
C10,0.75,GC052,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆nmp,Single KO
D3,0.705,GC030,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆glt,Single KO
D4,0.541,GC029,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆flh,Single KO
D5,0.625,GC050,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆rbs,Single KO
D6,0.737,GC048,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆dpp,Single KO
D7,0.64,GC053,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆opp,Single KO
D8,0.566,GC032,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆mal,Single KO
D9,0.717,GC049,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆pot,Single KO
D10,0.749,GC052,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆nmp,Single KO
E3,0.689,GC030,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆glt,Single KO
E4,0.56,GC029,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆flh,Single KO
E5,0.628,GC050,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆rbs,Single KO
E6,0.741,GC048,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆dpp,Single KO
E7,0.666,GC053,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆opp,Single KO
E8,0.554,GC032,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆mal,Single KO
E9,0.721,GC049,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆pot,Single KO
E10,0.756,GC052,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆nmp,Single KO
F3,0.714,GC055,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆mgl,Single KO
F4,0.715,GC055,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆mgl,Single KO
F5,0.723,GC055,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆mgl,Single KO
F6,0.724,GC047,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆his,Single KO
F7,0.723,GC047,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆his,Single KO
F8,0.72,GC047,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,∆his,Single KO
F9,0.732,GC001,1,glucose,2021-07-21,6.152222222222222,0.07922222222222221,WT,WT
F10,0.737,GC001,2,glucose,2021-07-21,6.152222222222222,0.07922222222222221,WT,WT
F11,0.734,GC001,3,glucose,2021-07-21,6.152222222222222,0.07922222222222221,WT,WT
C3,0.742,GC030,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆glt,Single KO
C4,0.56,GC029,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆flh,Single KO
C5,0.63,GC050,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆rbs,Single KO
C6,0.751,GC048,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆dpp,Single KO
C7,0.595,GC053,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆opp,Single KO
C8,0.559,GC032,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆mal,Single KO
C9,0.715,GC049,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆pot,Single KO
C10,0.76,GC052,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆nmp,Single KO
D3,0.706,GC030,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆glt,Single KO
D4,0.545,GC029,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆flh,Single KO
D5,0.63,GC050,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆rbs,Single KO
D6,0.749,GC048,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆dpp,Single KO
D7,0.634,GC053,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆opp,Single KO
D8,0.574,GC032,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆mal,Single KO
D9,0.714,GC049,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆pot,Single KO
D10,0.758,GC052,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆nmp,Single KO
E3,0.692,GC030,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆glt,Single KO
E4,0.564,GC029,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆flh,Single KO
E5,0.633,GC050,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆rbs,Single KO
E6,0.754,GC048,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆dpp,Single KO
E7,0.669,GC053,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆opp,Single KO
E8,0.562,GC032,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆mal,Single KO
E9,0.719,GC049,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆pot,Single KO
E10,0.765,GC052,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆nmp,Single KO
F3,0.714,GC055,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆mgl,Single KO
F4,0.714,GC055,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆mgl,Single KO
F5,0.722,GC055,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆mgl,Single KO
F6,0.724,GC047,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆his,Single KO
F7,0.723,GC047,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆his,Single KO
F8,0.72,GC047,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,∆his,Single KO
F9,0.729,GC001,1,glucose,2021-07-21,6.277777777777778,0.07933333333333335,WT,WT
F10,0.734,GC001,2,glucose,2021-07-21,6.277777777777778,0.07933333333333335,WT,WT
F11,0.731,GC001,3,glucose,2021-07-21,6.277777777777778,0.07933333333333335,WT,WT
C3,0.753,GC030,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆glt,Single KO
C4,0.565,GC029,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆flh,Single KO
C5,0.642,GC050,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆rbs,Single KO
C6,0.76,GC048,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆dpp,Single KO
C7,0.525,GC053,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆opp,Single KO
C8,0.57,GC032,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆mal,Single KO
C9,0.713,GC049,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆pot,Single KO
C10,0.765,GC052,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆nmp,Single KO
D3,0.716,GC030,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆glt,Single KO
D4,0.55,GC029,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆flh,Single KO
D5,0.635,GC050,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆rbs,Single KO
D6,0.758,GC048,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆dpp,Single KO
D7,0.605,GC053,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆opp,Single KO
D8,0.585,GC032,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆mal,Single KO
D9,0.712,GC049,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆pot,Single KO
D10,0.765,GC052,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆nmp,Single KO
E3,0.706,GC030,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆glt,Single KO
E4,0.565,GC029,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆flh,Single KO
E5,0.645,GC050,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆rbs,Single KO
E6,0.763,GC048,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆dpp,Single KO
E7,0.672,GC053,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆opp,Single KO
E8,0.572,GC032,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆mal,Single KO
E9,0.716,GC049,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆pot,Single KO
E10,0.771,GC052,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆nmp,Single KO
F3,0.713,GC055,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆mgl,Single KO
F4,0.714,GC055,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆mgl,Single KO
F5,0.721,GC055,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆mgl,Single KO
F6,0.724,GC047,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆his,Single KO
F7,0.723,GC047,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆his,Single KO
F8,0.719,GC047,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,∆his,Single KO
F9,0.727,GC001,1,glucose,2021-07-21,6.403333333333333,0.07922222222222221,WT,WT
F10,0.732,GC001,2,glucose,2021-07-21,6.403333333333333,0.07922222222222221,WT,WT
F11,0.729,GC001,3,glucose,2021-07-21,6.403333333333333,0.07922222222222221,WT,WT
C3,0.761,GC030,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆glt,Single KO
C4,0.569,GC029,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆flh,Single KO
C5,0.657,GC050,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆rbs,Single KO
C6,0.765,GC048,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆dpp,Single KO
C7,0.542,GC053,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆opp,Single KO
C8,0.578,GC032,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆mal,Single KO
C9,0.711,GC049,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆pot,Single KO
C10,0.768,GC052,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆nmp,Single KO
D3,0.73,GC030,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆glt,Single KO
D4,0.555,GC029,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆flh,Single KO
D5,0.653,GC050,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆rbs,Single KO
D6,0.765,GC048,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆dpp,Single KO
D7,0.565,GC053,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆opp,Single KO
D8,0.592,GC032,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆mal,Single KO
D9,0.711,GC049,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆pot,Single KO
D10,0.767,GC052,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆nmp,Single KO
E3,0.716,GC030,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆glt,Single KO
E4,0.568,GC029,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆flh,Single KO
E5,0.66,GC050,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆rbs,Single KO
E6,0.769,GC048,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆dpp,Single KO
E7,0.663,GC053,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆opp,Single KO
E8,0.579,GC032,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆mal,Single KO
E9,0.715,GC049,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆pot,Single KO
E10,0.774,GC052,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆nmp,Single KO
F3,0.713,GC055,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆mgl,Single KO
F4,0.714,GC055,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆mgl,Single KO
F5,0.722,GC055,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆mgl,Single KO
F6,0.735,GC047,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆his,Single KO
F7,0.727,GC047,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆his,Single KO
F8,0.721,GC047,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,∆his,Single KO
F9,0.726,GC001,1,glucose,2021-07-21,6.528888888888889,0.07925925925925925,WT,WT
F10,0.731,GC001,2,glucose,2021-07-21,6.528888888888889,0.07925925925925925,WT,WT
F11,0.728,GC001,3,glucose,2021-07-21,6.528888888888889,0.07925925925925925,WT,WT
C3,0.765,GC030,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆glt,Single KO
C4,0.584,GC029,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆flh,Single KO
C5,0.662,GC050,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆rbs,Single KO
C6,0.766,GC048,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆dpp,Single KO
C7,0.553,GC053,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆opp,Single KO
C8,0.583,GC032,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆mal,Single KO
C9,0.71,GC049,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆pot,Single KO
C10,0.768,GC052,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆nmp,Single KO
D3,0.739,GC030,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆glt,Single KO
D4,0.563,GC029,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆flh,Single KO
D5,0.662,GC050,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆rbs,Single KO
D6,0.768,GC048,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆dpp,Single KO
D7,0.581,GC053,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆opp,Single KO
D8,0.597,GC032,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆mal,Single KO
D9,0.709,GC049,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆pot,Single KO
D10,0.768,GC052,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆nmp,Single KO
E3,0.723,GC030,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆glt,Single KO
E4,0.575,GC029,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆flh,Single KO
E5,0.666,GC050,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆rbs,Single KO
E6,0.771,GC048,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆dpp,Single KO
E7,0.546,GC053,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆opp,Single KO
E8,0.584,GC032,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆mal,Single KO
E9,0.713,GC049,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆pot,Single KO
E10,0.774,GC052,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆nmp,Single KO
F3,0.713,GC055,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆mgl,Single KO
F4,0.717,GC055,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆mgl,Single KO
F5,0.724,GC055,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆mgl,Single KO
F6,0.747,GC047,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆his,Single KO
F7,0.741,GC047,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆his,Single KO
F8,0.727,GC047,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,∆his,Single KO
F9,0.726,GC001,1,glucose,2021-07-21,6.654444444444445,0.07922222222222224,WT,WT
F10,0.73,GC001,2,glucose,2021-07-21,6.654444444444445,0.07922222222222224,WT,WT
F11,0.727,GC001,3,glucose,2021-07-21,6.654444444444445,0.07922222222222224,WT,WT
C3,0.766,GC030,1,glucose,2021-07-21,6.78,0.07925925925925927,∆glt,Single KO
C4,0.592,GC029,1,glucose,2021-07-21,6.78,0.07925925925925927,∆flh,Single KO
C5,0.662,GC050,1,glucose,2021-07-21,6.78,0.07925925925925927,∆rbs,Single KO
C6,0.766,GC048,1,glucose,2021-07-21,6.78,0.07925925925925927,∆dpp,Single KO
C7,0.561,GC053,1,glucose,2021-07-21,6.78,0.07925925925925927,∆opp,Single KO
C8,0.583,GC032,1,glucose,2021-07-21,6.78,0.07925925925925927,∆mal,Single KO
C9,0.708,GC049,1,glucose,2021-07-21,6.78,0.07925925925925927,∆pot,Single KO
C10,0.767,GC052,1,glucose,2021-07-21,6.78,0.07925925925925927,∆nmp,Single KO
D3,0.745,GC030,2,glucose,2021-07-21,6.78,0.07925925925925927,∆glt,Single KO
D4,0.568,GC029,2,glucose,2021-07-21,6.78,0.07925925925925927,∆flh,Single KO
D5,0.664,GC050,2,glucose,2021-07-21,6.78,0.07925925925925927,∆rbs,Single KO
D6,0.768,GC048,2,glucose,2021-07-21,6.78,0.07925925925925927,∆dpp,Single KO
D7,0.56,GC053,2,glucose,2021-07-21,6.78,0.07925925925925927,∆opp,Single KO
D8,0.598,GC032,2,glucose,2021-07-21,6.78,0.07925925925925927,∆mal,Single KO
