date,run_number,class,identifier,strain,replicate,growth_medium,phase,elapsed_time_hr,od_600nm_subtracted
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.026666666666666,0.0814074074074074
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.152222222222222,0.0863703703703703
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.277777777777778,0.0914444444444444
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.403333333333333,0.0964074074074074
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.528888888888889,0.1024444444444444
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.654444444444445,0.1093703703703703
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.78,0.1164444444444444
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,6.905555555555555,0.1234074074074074
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,7.031111111111111,0.1314074074074074
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,7.156666666666666,0.1404074074074074
2021-09-09,1,Single KO,GC055,∆mgl,2,glucose-acetate,exponential_acetate,7.282222222222222,0.1494074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.0,0.0106296296296296
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.1255555555555555,0.0116666666666666
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.251111111111111,0.0116296296296296
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.3766666666666667,0.0127407407407407
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.5022222222222222,0.0147407407407407
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.6277777777777778,0.0155925925925926
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.7533333333333334,0.0176296296296296
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,0.8788888888888889,0.0186296296296296
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.0044444444444445,0.0196296296296296
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.13,0.0215555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.2555555555555555,0.0236666666666666
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.381111111111111,0.0255555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.5066666666666666,0.0275925925925926
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.6322222222222222,0.0305185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.7577777777777777,0.0334444444444444
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,1.8833333333333333,0.0365555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,2.008888888888889,0.0406666666666666
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,2.134444444444444,0.0445185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,2.26,0.0485555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_glucose,2.3855555555555554,0.0505925925925926
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,2.511111111111111,0.0515555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,2.6366666666666667,0.0525555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,2.7622222222222224,0.0525185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,2.8877777777777776,0.0515555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.013333333333333,0.0514814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.138888888888889,0.0505555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.2644444444444445,0.0505185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.39,0.0505185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.5155555555555558,0.0505185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.641111111111111,0.0504814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.7666666666666666,0.0504814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,3.8922222222222222,0.0504814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.017777777777778,0.0505555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.1433333333333335,0.0514074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.268888888888889,0.0514814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.394444444444444,0.0524814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.52,0.0525185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.645555555555555,0.0534814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.771111111111111,0.0544814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,shift,4.8966666666666665,0.0555555555555555
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.022222222222222,0.0574444444444444
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.147777777777778,0.0594074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.273333333333333,0.0604814814814815
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.398888888888889,0.0624074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.524444444444445,0.0654814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.65,0.0673703703703703
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.775555555555555,0.0705185185185185
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,5.901111111111111,0.0744444444444444
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.026666666666666,0.0784814814814814
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.152222222222222,0.0824074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.277777777777778,0.0873703703703703
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.403333333333333,0.0914444444444444
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.528888888888889,0.0974074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.654444444444445,0.1034444444444444
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.78,0.1093703703703703
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,6.905555555555556,0.1164444444444444
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,7.031111111111111,0.1234074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,7.156666666666666,0.1314074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,7.282222222222222,0.1404074074074074
2021-09-09,1,Single KO,GC055,∆mgl,3,glucose-acetate,exponential_acetate,7.407777777777778,0.1494074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.0,0.0106666666666666
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.1255555555555554,0.0115555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.251111111111111,0.0125925925925926
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.3766666666666667,0.0125185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.5022222222222221,0.0144444444444444
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.6277777777777778,0.0155555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.7533333333333334,0.0176666666666666
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,0.8788888888888886,0.0185185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.0044444444444445,0.0205555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.13,0.0225925925925925
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.2555555555555555,0.0245555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.3811111111111112,0.0275555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.5066666666666668,0.0305185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.632222222222222,0.0335555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.7577777777777777,0.0364814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,1.8833333333333333,0.0395555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_glucose,2.008888888888889,0.0405185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.1344444444444446,0.0415185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.26,0.0425185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.3855555555555554,0.0424814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.511111111111111,0.0424814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.6366666666666667,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.7622222222222224,0.0415555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,2.887777777777778,0.0414074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.0133333333333336,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.1388888888888884,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.264444444444444,0.0405185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.39,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.5155555555555558,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.641111111111111,0.0415555555555555
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.7666666666666666,0.0424444444444444
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,3.8922222222222222,0.0424074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.017777777777778,0.0434814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.1433333333333335,0.0444074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.268888888888889,0.0464814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.394444444444445,0.0473703703703703
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.52,0.0495185185185185
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.645555555555555,0.0514444444444444
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,shift,4.771111111111111,0.0534814814814814
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,4.8966666666666665,0.0554074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.022222222222222,0.0583703703703703
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.147777777777778,0.0624444444444444
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.273333333333333,0.0654074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.398888888888889,0.0694444444444444
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.524444444444445,0.0743703703703703
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.65,0.0794444444444444
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.775555555555555,0.0844074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,5.901111111111111,0.0914074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.026666666666666,0.0974074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.152222222222222,0.1044074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.277777777777778,0.1114074074074074
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.403333333333333,0.1203703703703703
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.528888888888889,0.1283333333333333
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.654444444444445,0.1373703703703703
2021-09-09,1,Single KO,GC052,∆nmp,1,glucose-acetate,exponential_acetate,6.78,0.1473703703703703
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.0,0.0105925925925925
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.1255555555555556,0.0115185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.251111111111111,0.0124444444444444
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.3766666666666667,0.0145555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.5022222222222223,0.0156666666666666
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.6277777777777775,0.0175185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.7533333333333332,0.0195555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,0.8788888888888888,0.0215925925925926
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.0044444444444445,0.0235555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.13,0.0255555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.2555555555555558,0.0285185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.381111111111111,0.0325555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.5066666666666666,0.0354814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.6322222222222222,0.0385555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_glucose,1.757777777777778,0.0405185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,1.8833333333333333,0.0415185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.0088888888888885,0.0415185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.134444444444444,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.26,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.3855555555555554,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.511111111111111,0.0405555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.6366666666666667,0.0404074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.7622222222222224,0.0394814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,2.887777777777777,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.0133333333333328,0.0405185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.1388888888888884,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.264444444444444,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.39,0.0415555555555555
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.5155555555555558,0.0424444444444444
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.641111111111111,0.0434074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.7666666666666666,0.0444814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,3.8922222222222222,0.0454074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,4.017777777777778,0.0464814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,shift,4.1433333333333335,0.0473703703703703
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,4.268888888888888,0.0495185185185185
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,4.394444444444444,0.0514444444444444
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,4.52,0.0534814814814814
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,4.645555555555555,0.0564074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,4.771111111111111,0.0593703703703703
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,4.8966666666666665,0.0624444444444444
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.022222222222222,0.0664074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.147777777777778,0.0704444444444444
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.273333333333333,0.0753703703703703
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.398888888888889,0.0814444444444444
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.524444444444444,0.0874074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.65,0.0934074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.775555555555555,0.0994074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,5.901111111111111,0.1064074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,6.026666666666666,0.1144074074074074
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,6.152222222222222,0.1223703703703704
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,6.277777777777778,0.1313333333333333
2021-09-09,1,Single KO,GC052,∆nmp,2,glucose-acetate,exponential_acetate,6.403333333333333,0.1413703703703703
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.0,0.0105555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.1255555555555556,0.0115925925925925
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.2511111111111113,0.0125185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.3766666666666667,0.0134444444444444
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.5022222222222223,0.0145555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.627777777777778,0.0166666666666666
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.7533333333333332,0.0175185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,0.8788888888888888,0.0195555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.0044444444444445,0.0215925925925926
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.13,0.0245555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.2555555555555558,0.0275555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.3811111111111114,0.0305185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.5066666666666666,0.0335555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.6322222222222222,0.0364814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.757777777777778,0.0395555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_glucose,1.8833333333333333,0.0405185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.0088888888888894,0.0425185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.134444444444444,0.0425185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.26,0.0424814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.3855555555555554,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.511111111111111,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.6366666666666667,0.0415555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.7622222222222224,0.0404074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,2.887777777777778,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.0133333333333328,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.1388888888888884,0.0405185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.264444444444444,0.0404814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.39,0.0414814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.5155555555555558,0.0415555555555555
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.641111111111111,0.0424444444444444
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.7666666666666666,0.0434074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,3.8922222222222222,0.0444814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,4.017777777777778,0.0454074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,shift,4.1433333333333335,0.0474814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,4.268888888888889,0.0483703703703703
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,4.394444444444444,0.0505185185185185
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,4.52,0.0524444444444444
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,4.645555555555555,0.0554814814814814
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,4.771111111111111,0.0574074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,4.8966666666666665,0.0613703703703703
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.022222222222222,0.0644444444444444
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.147777777777778,0.0684074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.273333333333333,0.0724444444444444
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.398888888888889,0.0783703703703703
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.524444444444445,0.0834444444444444
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.65,0.0894074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.775555555555555,0.0954074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,5.901111111111111,0.1024074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,6.026666666666666,0.1104074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,6.152222222222222,0.1184074074074074
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,6.277777777777778,0.1273703703703703
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,6.403333333333333,0.1353333333333333
2021-09-09,1,Single KO,GC052,∆nmp,3,glucose-acetate,exponential_acetate,6.528888888888889,0.1463703703703703
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.0,0.0105925925925925
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.1255555555555556,0.0116296296296296
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.2511111111111112,0.0136296296296296
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.3766666666666666,0.0146296296296296
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.5022222222222222,0.0155555555555555
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.6277777777777779,0.0176666666666666
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.7533333333333333,0.0195555555555555
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,0.8788888888888889,0.0205925925925926
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,1.0044444444444447,0.0225185185185185
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,1.13,0.0244444444444444
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,1.2555555555555555,0.0275555555555555
2021-09-09,1,Single KO,GC053,∆opp,1,glucose-acetate,exponential_glucose,1.3811111111111112,0.0296666666666666
